id,name,price,date,available,room_type,accommodates,bedrooms,beds,amenities,latitude,longitude,property_type,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
36972360,"""Hygge"" 3BR Bungalow close to Dwtn and River Arts",136.0,2023-03-19,f,Entire home/apt,5,3.0,3.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Outlet covers"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""Barbecue utensils"", ""Clothing storage: dresser and closet"", ""Free dryer \u2013 In unit"", ""Whirlpool electric stove"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Fast wifi \u2013 246 Mbps"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Books and reading material"", ""Bluetooth sound system"", ""Outdoor furniture"", ""Coffee maker: drip coffee maker, french press"", ""Central heating"", ""Hot water"", ""Toaster"", ""Long term stays allowed"", ""Bathtub"", ""Kitchen"", ""Free parking on premises \u2013 2 spaces"", ""Smart lock"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""43\"" TV with Roku"", ""Smoke alarm"", ""Baking sheet"", ""BBQ grill"", ""Aveeno body soap"", ""Oven"", ""Dishwasher"", ""Single level home"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.636,-82.59297,Entire bungalow,13678979,2014-03-29,"Indianapolis, IN",within an hour,100%,100%,2,14,206,4.97,4.98,1,1,0,0
37009624,"Charming, 2 bdr condo in Historic King James Building",156.0,2023-03-19,f,Entire home/apt,6,2.0,3.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Smoke alarm"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.60195,-82.54778,Entire condo,167186184,2018-01-11,"Asheville, NC",within an hour,100%,97%,1,365,70,4.69,1.59,115,115,0,0
37017956,"Dog friendly, cozy lower level apartment",58.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Portable heater"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Shared patio or balcony"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Refrigerator"", ""TV"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Fast wifi \u2013 165 Mbps"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Indoor fireplace: electric"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Hammock"", ""Smoke alarm"", ""BBQ grill"", ""Coffee maker: drip coffee maker"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.55541,-82.52481,Entire guest suite,23255760,2014-11-02,"Asheville, NC",within an hour,100%,88%,30,1125,1,5.0,1.0,2,1,1,0
37045917,Modern top notch breath taking mountain view home,185.0,2023-03-19,t,Entire home/apt,4,3.0,3.0,"[""Shampoo"", ""Free dryer"", ""Hair dryer"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Fireplace guards"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Essentials"", ""Single level home"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Refrigerator"", ""Shower gel"", ""Barbecue utensils"", ""Keypad"", ""Stove"", ""Wifi"", ""Olive body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""50\"" HDTV with Roku"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Backyard"", ""Cleaning available during stay"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Indoor fireplace: electric"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Self check-in"", ""Outdoor dining area"", ""Ethernet connection"", ""Smoke alarm"", ""Mountain view"", ""BBQ grill"", ""Free washer"", ""Oven"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Iron""]",35.50756,-82.66385,Entire home,82692497,2016-07-09,"Candler, NC",within an hour,100%,91%,2,365,71,4.82,1.64,1,1,0,0
37084734,"Upscale home, private pond, gardens, 9 acres,",303.0,2023-03-19,f,Entire home/apt,8,4.0,4.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Keypad"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Indoor fireplace"", ""Self check-in"", ""Smoke alarm"", ""BBQ grill"", ""Children\u2019s dinnerware"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.43067,-82.47225,Entire home,134903005,2017-06-13,,within an hour,100%,100%,1,1125,12,4.58,0.49,29,29,0,0
37179758,Quiet & Clean! Beautiful West AVL apartment!,118.0,2023-03-19,f,Entire home/apt,2,1.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Private patio or balcony"", ""Dryer"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Keypad"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Security cameras on property"", ""Hot water"", ""First aid kit"", ""Self check-in"", ""Smoke alarm"", ""Heating"", ""Air conditioning"", ""Iron""]",35.57715,-82.57438,Entire guest suite,1103121,2011-09-02,"Asheville, NC",within an hour,100%,100%,2,14,148,4.96,3.55,1,1,0,0
37212222,"Apple Blossom Retreat mins to AVL & Cove, Mt. View",65.0,2023-03-19,f,Entire home/apt,6,2.0,2.0,"[""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Breakfast"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Stove"", ""Children\u2019s books and toys"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Security cameras on property"", ""Patio or balcony"", ""Smart lock"", ""Long term stays allowed"", ""Hot water"", ""Cleaning available during stay"", ""Bathtub"", ""Kitchen"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Ethernet connection"", ""Smoke alarm"", ""Mountain view"", ""Children\u2019s dinnerware"", ""Oven"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.58871,-82.45942,Entire guest suite,17086502,2014-06-21,"Asheville, NC",within an hour,100%,99%,2,1125,191,4.9,4.38,1,1,0,0
37212994,Casita Asheville,425.0,2023-03-19,t,Entire home/apt,9,4.0,7.0,"[""Amios Bluetooth Speaker Bluetooth sound system"", ""Shampoo"", ""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""HDTV with Amazon Prime Video, Hulu, Netflix, standard cable"", ""Private patio or balcony"", ""Cooking basics"", ""Outlet covers"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Private entrance"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Essentials"", ""Free street parking"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Board games"", ""Keypad"", ""Stove"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Elevator"", ""Bathtub"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Outdoor dining area"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""Coffee maker: drip coffee maker"", ""Oven"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.63146,-82.55191,Entire townhouse,280148398,2019-07-28,"Asheville, NC",,,,3,1125,18,5.0,0.43,2,2,0,0
37218560,The Yap house,109.0,2023-03-19,f,Entire home/apt,7,3.0,5.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Fireplace guards"", ""Outlet covers"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine, pour-over coffee"", ""Dining table"", ""Refrigerator"", ""TV"", ""Barbecue utensils"", ""Keypad"", ""Stove"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Smoke alarm"", ""Baking sheet"", ""BBQ grill"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.58977,-82.62496,Entire home,224008239,2018-11-03,"Asheville, NC",within an hour,100%,100%,1,1125,146,4.97,3.31,1,1,0,0
37283089,ASHEVILLE: Entire Home: Relaxing Hot tub & Porch,324.0,2023-03-19,f,Entire home/apt,6,2.0,3.0,"[""Coffee"", ""Hair dryer"", ""BBQ grill: charcoal"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""Barbecue utensils"", ""Stove"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Electric glass top oven"", ""Jason  body soap"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""44\"" HDTV with Netflix"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine"", ""Books and reading material"", ""Outdoor furniture"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Bathtub"", ""Clothing storage: dresser, closet, and walk-in closet"", ""Kitchen"", ""Ogx conditioner"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Self check-in"", ""Lockbox"", ""Smoke alarm"", ""Baking sheet"", ""Private hot tub"", ""Dishwasher"", ""Single level home"", ""Bed linens"", ""Outdoor dining area"", ""Ogx shampoo"", ""Free washer \u2013 In unit"", ""Iron""]",35.48735,-82.49652,Entire home,56118410,2016-01-25,"Asheville, NC",within an hour,100%,97%,2,1125,43,4.95,1.32,1,1,0,0
37283361,Walkable Asheville Vacation Rental,150.0,2023-03-19,f,Entire home/apt,3,1.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Fast wifi \u2013 101 Mbps"", ""High chair"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water"", ""First aid kit"", ""Self check-in"", ""Outdoor dining area"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Heating"", ""Iron""]",35.57026,-82.59616,Entire guest suite,22084479,2014-10-03,"Asheville, NC",within an hour,100%,100%,1,30,61,4.93,1.48,1,1,0,0
37297327,Cozy & Close to Downtown & River Arts District,70.0,2023-03-19,f,Private room,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Extra pillows and blankets"", ""Pets allowed"", ""Dryer"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Single level home"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Game console"", ""Microwave"", ""Hot water"", ""Bathtub"", ""First aid kit"", ""Self check-in"", ""Lockbox"", ""Lock on bedroom door"", ""Smoke alarm"", ""Backyard"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.60703,-82.56325,Private room in home,79297703,2016-06-22,,within an hour,100%,98%,2,5,89,4.81,2.03,1,0,1,0
37314271,West Asheville Abode unit B,160.0,2023-03-19,t,Entire home/apt,7,1.0,7.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Refrigerator"", ""Keypad"", ""Stove"", ""Wifi"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Hangers"", ""Microwave"", ""Clothing storage: closet"", ""Books and reading material"", ""Patio or balcony"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Pack \u2019n play/Travel crib - available upon request"", ""Backyard"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Indoor fireplace: electric"", ""Wine glasses"", ""Ceiling fan"", ""Self check-in"", ""Outdoor dining area"", ""Smoke alarm"", ""TV with Roku"", ""Oven"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.57912,-82.59751,Entire home,280898446,2019-07-31,"Asheville, NC",within an hour,100%,100%,1,31,122,4.91,2.79,3,3,0,0
37324795,Centrally located and quiet,42.0,2023-03-19,f,Private room,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Cooking basics"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Free street parking"", ""Essentials"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Keypad"", ""Stove"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Long term stays allowed"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Lock on bedroom door"", "" tea tree conditioner"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Oven"", ""Dishwasher"", ""Single level home"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.55211,-82.50679,Private room in home,280982724,2019-07-31,"North Carolina, United States",within an hour,100%,95%,2,7,57,4.86,1.31,1,0,1,0
37325558,Green Valley Cottage,105.0,2023-03-19,f,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""Coffee"", ""Free dryer"", ""Hair dryer"", ""Private backyard \u2013 Not fully fenced"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Coffee maker: pour-over coffee"", ""Stove"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Clothing storage: closet"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Self check-in"", ""Lockbox"", ""Smoke alarm"", ""Baking sheet"", ""Free washer"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Outdoor dining area"", ""Air conditioning"", ""Iron""]",35.55413,-82.62385,Entire cottage,25952620,2015-01-11,"Asheville, NC",within an hour,100%,99%,1,1125,30,4.97,3.81,4,4,0,0
37327799,Elegant Mountain Chalet 15 Minutes to downtown AVL,318.0,2023-03-19,f,Entire home/apt,6,3.0,3.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Exercise equipment: elliptical, free weights"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Piano"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""BBQ grill: gas"", ""Barbecue utensils"", ""Stove"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Indoor fireplace: wood-burning"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Clothing storage: closet"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Cleaning available during stay"", ""Bathtub"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Record player"", ""Ceiling fan"", ""Self check-in"", ""Lockbox"", ""Outdoor dining area"", ""Babysitter recommendations"", ""Rice maker"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""Private hot tub"", ""Bose l Bluetooth sound system"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""TV with Amazon Prime Video, Netflix, Roku"", ""Iron""]",35.63432,-82.4606,Entire home,145533530,2017-08-11,"Asheville, NC",within an hour,100%,100%,3,30,137,4.95,3.17,4,4,0,0
37330675,Herron's Hideaway in the Heart of Asheville,109.0,2023-03-19,f,Entire home/apt,4,2.0,3.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Outlet covers"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Piano"", ""TV"", ""Shower gel"", ""Board games"", ""Refrigerator"", ""Keypad"", ""Children\u2019s books and toys"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Baby safety gates"", ""Hangers"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Hot water"", ""Room-darkening shades"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Clothing storage: wardrobe"", ""Mini fridge"", ""Smoke alarm"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.62034,-82.55939,Entire guest suite,281121333,2019-07-31,,,,50%,2,7,61,4.89,1.39,1,1,0,0
